ID,SoundLabel,BGM1,BGM2,BGM3,BGM4,BGM5,InSoundTest,byte2,byte3,byte4,InRegionJPN,InRegionEUUS,SoundSource,SoundMixType,IconID,SoundTestBackImageBehavior,AssociatedFighters,SoundTestOrder,StageCreationOrder,StageCreationGroup,short17
327,SOUND93,C17_TPR_MainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,111,144,zelda,0
328,SOUND94,C18_TPR_WasureraretaSato,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,112,145,zelda,0
329,SOUND95,C19_TPR_KizudarakeNoMidna,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,113,146,zelda,0
330,SOUND96,C28_TNO_GerudoNoTani,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,104,137,zelda,0
331,SOUND97,C29_SWS_MegamiNoUta,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,116,149,zelda,0
332,SOUND98,C30_TRI2_HyruleMainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,119,152,zelda,0
333,SOUND99,C31_TRI2_LoruleMainTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,117,150,zelda,0
334,SOUND9A,C32_TRI2_YugaNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,CharacterRandom,Link | Zelda | Sheik | Ganon | Toonlink,118,151,zelda,0
335,SOUND9B,D08_PRM_VsParasiteQueen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,136,169,metroid,0
336,SOUND9C,D09_PRM_VsMetaRidley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,137,170,metroid,0
337,SOUND9D,D10_PRM2_MultiPlay,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,138,171,metroid,0
338,SOUND9E,D13_PHT_PsychoBits,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,139,172,metroid,0
339,SOUND9F,D14_OTM_YougangyoBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,141,174,metroid,0
340,SOUND9G,D15_OTM_HanyouTojikomeBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,140,173,metroid,0
341,SOUND9H,D16_OTM_RidleyBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,metroid,CharacterRandom,Samus | Szerosuit,142,175,metroid,0
342,SOUND9I,Cus016_Amazon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,Duckhunt,999,999,etc,0
343,SOUND9J,F11_AIR_Colda,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,186,204,kirby,0
344,SOUND9K,F23_AIR_Vallerion,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,185,203,kirby,0
345,SOUND9L,F24_KBYW_BoukenNoHajimari,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,191,209,kirby,0
346,SOUND9M,F25_KBYW_MoriWoNukete,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,192,210,kirby,0
347,SOUND9N,F26_TDX_FuyuuTairikuNoHanabatake,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,kirby,CharacterRandom,Kirby | Metaknight | Dedede,193,211,kirby,0
348,SOUND9O,G07_AST_SentouTyuuiki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,Fox | Falco,207,225,starfox,0
349,SOUND9P,G08_AST_HyougenToppaSeyo,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,Fox | Falco,208,226,starfox,0
350,SOUND9Q,G09_AST_StarWolf,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,starfox,CharacterRandom,Fox | Falco,206,224,starfox,0
351,SOUND9R,H20_XY_Sentou_YaseiPokemon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,227,245,pokemon,0
352,SOUND9S,H22_XY_Sentou_Champion,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,230,248,pokemon,0
353,SOUND9T,I04_FZX_CarSelect,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,151,258,fzero,0
354,SOUND9U,I05_FZX_DreamChaser,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,152,259,fzero,0
355,SOUND9V,I06_FZX_DevilsCallInYourHeart,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,153,260,fzero,0
356,SOUND9W,I07_FZX_ClimbUp_AndGetTheLastChance,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,154,261,fzero,0
357,SOUND9X,I08_GX_BrainCleaner,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,155,262,fzero,0
358,SOUND9Y,I09_GX_ShotgunKiss,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,156,263,fzero,0
359,SOUND9Z,I10_GX_PlanetColors,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,157,264,fzero,0
360,SOUNDA0,Cus017_PokeAnimeBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,RosterRandom,Pikachu,999,999,pokemon,0
361,SOUNDA1,I14_FZR_RedCanyon,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fzero,CharacterRandom,Captain,148,255,fzero,0
362,SOUNDA2,J09_SEK_AgainstTheDarkKnight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,253,286,fireemblem,0
363,SOUNDA3,J10_SEK_CrimeaArmySortie,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,252,285,fireemblem,0
364,SOUNDA4,J11_SEK_PowerhungryFool,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,254,287,fireemblem,0
365,SOUNDA5,J12_SEK_VictoryIsNear,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,255,288,fireemblem,0
366,SOUNDA6,J13_ANM_IkeNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,256,289,fireemblem,0
367,SOUNDA7,J20_ANM_TyuugiTsukusan,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,258,291,fireemblem,0
368,SOUNDA8,J21_ANM_KekkiNoToki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,257,290,fireemblem,0
369,SOUNDA9,J22_KSI_Shimei_Honoo,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,259,292,fireemblem,0
370,SOUNDAA,J23_KSI_Ensei_Honoo,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,fireemblem,CharacterRandom,Marth | Ike | Lucina | Reflet | Roy | Kamui,260,293,fireemblem,0
371,SOUNDAB,L02_PIK_KibouNoMori,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pikmin,CharacterRandom,Pikmin,288,319,pikmin,0
372,SOUNDAC,L11_PIK3_SaikaiNoHanazono,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pikmin,CharacterRandom,Pikmin,293,324,pikmin,0
373,SOUNDAD,M20_WLS_1_1_1_Iseki,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,UnlockableCharacterFirst,Wario,285,316,wario,0
374,SOUNDAE,P04_PNK_GenkyokuMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,Pit | Pitb | Palutena,270,301,palutena,0
375,SOUNDAF,P13_SHS_MagnaNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,Pit | Pitb | Palutena,272,303,palutena,0
376,SOUNDAG,P15_SHS_HadesNoTheme,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,Pit | Pitb | Palutena,275,306,palutena,0
377,SOUNDAH,P16_SHS_RaiunNoTeien,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,palutena,CharacterRandom,Pit | Pitb | Palutena,277,308,palutena,0
378,SOUNDAI,Q01_FC_FamicomMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,391,370,etc,0
379,SOUNDAJ,Q24_WCR_BgmA,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wreckingcrew,RosterRandom,,327,377,etc,0
380,SOUNDAK,Q26_PW_LightPlane,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,lightplane,RosterRandom,,330,358,lightplane,0
381,SOUNDAL,R09_1080_GoldenForest,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,409,389,etc,0
382,SOUNDAM,R14_EXT_ExciteTruck,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,420,400,etc,0
383,SOUNDAN,R15_NOU_DSTraning,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,413,393,etc,0
384,SOUNDAO,R16_WSP_OpeningTheme_Select,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wuhuisland,RosterRandom,,333,361,wuhuisland,0
385,SOUNDAP,R44_WFT_RhythmBoxing,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wiifit,CharacterRandom,Wiifit,307,338,wiifit,0
386,SOUNDAQ,R45_WFTP_SegwayChallange_Tyuukyuu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wiifit,CharacterRandom,Wiifit,310,341,wiifit,0
387,SOUNDAR,R46_WFTU_Luge,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wiifit,CharacterRandom,Wiifit,311,342,wiifit,0
388,SOUNDAS,R47_WPTU_Theme_1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,Original,,RosterRandom,,442,422,etc,57
389,SOUNDAT,R48_WSR_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wuhuisland,RosterRandom,,337,365,wuhuisland,0
390,SOUNDAU,R49_MOTTO_Menu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,414,394,etc,0
391,SOUNDAV,R50_SBG_BosskyuuMonsterBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,421,401,etc,0
392,SOUNDAW,R51_CAP_MacNoUta,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,CharacterRandom,Littlemac,424,404,etc,0
393,SOUNDAX,R52_BBDX_Performance,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,423,403,etc,0
394,SOUNDAY,R53_PO_SplashScreen,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,punchout,CharacterRandom,Littlemac,315,346,punchout,0
395,SOUNDAZ,R54_PO_WorldCircuitFight,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,punchout,CharacterRandom,Littlemac,316,347,punchout,0
396,SOUNDB0,R55_XBD_TekiTonoTaiji,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,xenoblade,CharacterRandom,Shulk,318,349,xenoblade,0
397,SOUNDB1,R56_XBD_Sentou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,xenoblade,CharacterRandom,Shulk,321,352,xenoblade,0
398,SOUNDB2,R57_XBD_GaurHeigen_Yoru,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,xenoblade,CharacterRandom,Shulk,320,351,xenoblade,0
399,SOUNDB3,R58_XBD_YukuteWoHabamuMono,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,xenoblade,CharacterRandom,Shulk,322,353,xenoblade,0
400,SOUNDB4,R59_XRT_TunnelNormal,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,405,385,etc,0
401,SOUNDB5,R60_ONT_WorldMap,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,408,388,etc,0
402,SOUNDB6,R61_EGK_Swan_Lesson,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,427,407,etc,0
403,SOUNDB7,Cus018_HyruleWarriorsKakariko,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,zelda,RosterRandom,Sheik | Link,999,999,zelda,0
404,SOUNDB8,R63_ARG_DragonNoTatakai,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,428,408,etc,0
405,SOUNDB9,R64_NLD_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,UpdateSound,Original,,RosterRandom,,437,417,etc,58
406,SOUNDBA,R65_WGF_FashonShow,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,435,415,etc,0
407,SOUNDBB,R66_RLW_Move2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,438,418,etc,0
408,SOUNDBC,R67_RMX_Remix2_Title,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,443,423,etc,0
409,SOUNDBD,S08_RM_OriginalMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,Rockman,353,446,rockman,0
410,SOUNDBE,S09_RM3_OriginalMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,Rockman,360,453,rockman,0
411,SOUNDBF,S10_RM4_6_OriginalMedley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,rockman,CharacterRandom,Rockman,361,454,rockman,0
412,SOUNDBG,U04_SNC3_AngelIslandZone,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Remix,sonic,CharacterRandom,Sonic,339,432,sonic,0
413,SOUNDBH,U08_SADV_OpenYourHeart,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,340,433,sonic,0
414,SOUNDBI,U10_SHRS_SonicHeroes,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,343,436,sonic,0
415,SOUNDBJ,U11_SRSH_RightThereRideOn,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,344,437,sonic,0
416,SOUNDBK,U12_SNC06_HisWorld_Instrumental,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,345,438,sonic,0
417,SOUNDBL,U13_SRNG_SevenRingsInHand,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,346,439,sonic,0
418,SOUNDBM,U14_SADV2_EscapeFromTheCity,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,341,434,sonic,0
419,SOUNDBN,U15_SBLK_KnightOfTheWind,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,347,440,sonic,0
420,SOUNDBO,U16_SCLR_ReachForTheStars,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,348,441,sonic,0
421,SOUNDBP,U17_SGEN_RooftopRun,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,349,442,sonic,0
422,SOUNDBQ,U18_SLST_WonderWorld,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,350,443,sonic,0
423,SOUNDBR,U19_SLST_WindyHill_Zone1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,sonic,CharacterRandom,Sonic,351,444,sonic,0
424,SOUNDBS,W25_SBDX_Shuuten,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,452,10,smashbros,0
425,SOUNDBT,W30_SBDX_Menu,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,448,6,smashbros,0
426,SOUNDBU,W31_SBDX_GigaKoopa,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,456,14,smashbros,0
427,SOUNDBV,W39_SBDX_HyakuninKumite2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,453,11,smashbros,0
428,SOUNDBW,W40_SBDX_MetalBattle,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,454,12,smashbros,0
429,SOUNDBX,W41_SBDX_FigureMeikan,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,457,899,,0
430,SOUNDBY,X02_SBX_Menu1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,458,899,,0
431,SOUNDBZ,X04_SBX_Senjyou,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,459,15,smashbros,0
432,SOUNDC0,X05_SBX_Shuuten,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,462,17,smashbros,0
433,SOUNDC1,X07_SBX_OnlineRenshuuStage,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,461,899,,0
434,SOUNDC2,X19_SBX_FigureMeikan,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,466,899,,0
435,SOUNDC3,X25_SBX_Senjyou_ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,460,16,smashbros,0
436,SOUNDC4,Y05_SBX_BossSentouKyoku1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,464,19,smashbros,0
437,SOUNDC5,Y07_SBX_BossSentouKyoku2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,smashbros,RosterRandom,,465,20,smashbros,0
438,SOUNDC6,CRS26_Shuuten_ver2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,469,23,smashbros,0
439,SOUNDC7,CRS27_MasterFortress01,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,472,26,smashbros,0
440,SOUNDC8,CRS28_MasterFortress02,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,473,27,smashbros,0
441,SOUNDC9,A52_MKT8_MarioCircuit,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,58,104,mariocart,0
442,SOUNDCA,A63_3DW_Field01,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,37,70,mario,0
443,SOUNDCB,A64_3DW_Finkoopa02,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,38,71,mario,0
444,SOUNDCC,A65_3DW_Milkyway,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,mario,CharacterRandom,Mario | Luigi | Peach | Koopa | Rosetta | KoopaJr,39,72,mario,0
445,SOUNDCD,M21b_GAW_Gamer_Mom,M21a_GAW_Gamer_Normal,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,wario,UnlockableCharacterFirst,Wario,286,317,wario,0
446,SOUNDCE,R68_101_RollOutWonderful100,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,440,420,etc,0
447,SOUNDCF,R69_101_JerginghaPlanetDestructionForm,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,441,421,etc,0
448,SOUNDCG,V04_LBL_LibbleLabble_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,367,426,etc,0
449,SOUNDCH,V05_MCR_MetroCross_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,369,428,etc,0
450,SOUNDCI,V06_NMC_80sMedley1,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,365,424,etc,0
451,SOUNDCJ,V07_NMC_80sMedley2,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,366,425,etc,0
452,SOUNDCK,H21_XY_ChampionRoad,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,pokemon,CharacterRandom,Pikachu | Lucario | Lizardon | Purin | Gekkouga | Mewtwo,231,249,pokemon,0
453,SOUNDCL,V08_SKD_SkyKid_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,368,427,etc,0
454,SOUNDCM,V09_BRV_BravoMan_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,371,430,etc,0
455,SOUNDCN,V10_YKD_YoukaiDouchuki_Medley,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,Original,,RosterRandom,,370,429,etc,0
456,SOUNDCO,N07_DNM_KK_Urban,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
457,SOUNDCP,N08_DNM_KK_Western,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
458,SOUNDCQ,N09_DNM_KK_NewOrleans,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
459,SOUNDCR,N10_DNM_KK_RocknRoll,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
460,SOUNDCS,N11_DNM_KK_Eurobeat,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
461,SOUNDCT,N12_DNM_KK_PeruNoUta,,,,,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,CoreGameSound,Original,,NULL,,999,999,,0
462,SOUNDCU,CRS29_Simple_Map_WiiU,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,474,28,smashbros,0
463,SOUNDCV,CRS31_World_Map,,,,,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,CoreGameSound,SmashOriginal,smashbros,RosterRandom,,484,32,smashbros,0
