BGMID,Title,unk1,unk2,unk3,unk4,MenuCheckPoint1,MenuCheckPoint2,MenuCheckPoint3,MenuCheckPoint4,LoopStartTime,LoopEndTime,LoopStartSample,LoopEndSample,StreamTotalDuration,StreamTotalSamples
240,Cus232_AnotherWinter,1,-1,400,-1,-1,-1,-1,-1,325,76827,14336,3388098,76827,3388099
241,Cus235_SouthernShelfCombat,1,-1,400,-1,-1,-1,-1,-1,3575,129088,157696,5692781,129088,5692784
242,Cus233_MightyNo9Boss,1,-1,400,-1,-1,-1,-1,-1,10304,44791,329728,1433343,44792,1433345
243,Cus234_MightyNo9Military,1,-1,400,-1,-1,-1,-1,-1,1950,79947,86016,3525675,79947,3525678
244,Cus236_HandomeJack,1,-1,400,-1,-1,-1,-1,-1,6176,115805,272384,5107033,115805,5107036
245,Cus237_RakkHive,1,-1,400,-1,-1,-1,-1,-1,5851,74157,258048,3270329,74157,3270330
246,Cus238_STEAMShowdown,1,-1,400,-1,-1,-1,-1,-1,12027,107473,530432,4739585,107473,4739587
247,Cus239_TheTrueMirror,1,-1,400,-1,-1,-1,-1,-1,15232,143937,487424,4605999,143937,4606000
248,Cus240_KeepPushing,1,-1,400,-1,-1,-1,-1,-1,975,73247,43008,3230205,73247,3230208
249,Cus241_ConflictChime,1,-1,400,-1,-1,-1,-1,-1,5201,84322,229376,3718603,84322,3718605
250,Cus242_EarthBoundBattleMedley,1,-1,400,-1,-1,-1,-1,-1,3250,203432,143360,8971391,203432,8971393
251,Cus243_FurySparks,1,-1,400,-1,-1,-1,-1,-1,16579,90905,731136,4008953,90906,4008955
252,Cus244_FFXIIIBlinded,1,-1,400,-1,-1,-1,-1,-1,6501,106018,286720,4675328,106018,4675329
253,Cus245_FFXIII-2ParadigmShift,1,-1,400,-1,-1,-1,-1,-1,6869,92350,329728,4432813,92350,4432815
254,Cus246_BlockTown,1,-1,400,-1,-1,-1,-1,-1,0,87451,0,2798443,87451,2798445
255,Cus247_Pac-ManPark,1,-1,400,-1,-1,-1,-1,-1,448,74168,14336,2373384,74168,2373386
256,Cus248_MakaWuhu,1,-1,400,-1,-1,-1,-1,-1,14455,91254,473088,2986591,91255,2986594
257,Cus249_MMK8ACSummer,1,-1,400,-1,-1,-1,-1,-1,10752,72275,344064,2312811,72275,2312813
258,Cus250_MMK8ACAutumn,1,-1,400,-1,-1,-1,-1,-1,10304,63188,329728,2022041,63188,2022043
259,Cus251_MMK8ACSpring,1,-1,400,-1,-1,-1,-1,-1,10304,63188,329728,2022041,63188,2022043
260,X04_SBX_Senjyou,1,9555,400,-1,-1,-1,-1,-1,8651,91443,415240,4389167,91456,4389812
261,Cus252_MMK8ACWinter,1,-1,400,-1,-1,-1,-1,-1,11648,67362,372736,2155593,67362,2155594
262,Cus253_MassEffectVirmire,1,-1,400,-1,-1,-1,-1,-1,13003,81606,573440,3598862,81606,3598864
263,Cus254_LBPGarden,1,-1,400,-1,-1,-1,-1,-1,74666,216486,3584000,10391332,216486,10391335
264,Cus255_Nanotech,1,-1,400,-1,-1,-1,-1,-1,650,93338,28672,4116230,93338,4116232
265,Cus256_Nanoscale,1,-1,400,-1,-1,-1,-1,-1,13653,112966,602112,4981812,112966,4981814
266,Cus257_PPTTYDBattle,1,-1,400,-1,-1,-1,-1,-1,1792,36575,57344,1170400,36575,1170401
267,Cus258_PPTTYDMainMenu,1,-1,400,-1,-1,-1,-1,-1,8064,92554,258048,2961728,92554,2961729
268,Cus259_PPTTYDXnaut,1,-1,400,-1,-1,-1,-1,-1,1792,57576,57344,1842456,57576,1842457
269,Cus260_PepsiMan,1,-1,400,-1,-1,-1,-1,-1,2600,47940,114688,2114178,47940,2114180
270,Cus261_HotelMarioCredits,1,-1,400,-1,-1,-1,-1,-1,896,46707,28672,1494651,46707,1494653
271,Cus262_MeleeSariaSong,1,-1,400,-1,-1,-1,-1,-1,5376,36194,172032,1158216,36194,1158218
272,Cus263_SSBZebes,1,-1,400,-1,-1,-1,-1,-1,447,55677,14336,1782014,55677,1782016
273,Cus264_SSBSaffron,1,-1,400,-1,-1,-1,-1,-1,17020,57160,544768,1829480,57160,1829483
274,Cus265_SSBSectorZ,1,-1,400,-1,-1,-1,-1,-1,24635,76600,788480,2451660,76600,2451662
275,Cus266_MarioSonicOlympicCircuit,1,-1,400,-1,-1,-1,-1,-1,2275,69881,100352,3081764,69881,3081767
276,Cus267_MarioSonicOlympicBattlefield,1,-1,400,-1,-1,-1,-1,-1,4226,64226,186368,2832389,64226,2832391
277,Cus268_MarioSonicOlympicSnowboard,1,-1,400,-1,-1,-1,-1,-1,6720,67979,215040,2175329,67979,2175331
278,Cus269_MarioWorldAthletic,1,-1,400,-1,-1,-1,-1,-1,2090,74680,100352,3584669,74680,3584671
279,Cus270_MarioWorldOverworld,1,-1,400,-1,-1,-1,-1,-1,2389,81118,114688,3893705,81118,3893707
280,Cus271_MarioWorld2Athletic,1,-1,400,-1,-1,-1,-1,-1,4181,61981,200704,2975133,61981,2975135
281,Cus272_MarioWorld2YoshiHouse,1,-1,400,-1,-1,-1,-1,-1,15603,114550,688128,5051661,114550,5051662
282,Cus273_SFIIGuile,1,-1,400,-1,-1,-1,-1,-1,1194,66570,57344,3195388,66570,3195391
283,Cus274_SFIIChunLi,1,-1,400,-1,-1,-1,-1,-1,4181,56037,200704,2689786,56037,2689788
284,Cus275_SFIIBalrog,1,-1,400,-1,-1,-1,-1,-1,5077,55061,243712,2642940,55061,2642942
285,Cus276_PacManGhostlyTitle,1,-1,400,-1,-1,-1,-1,-1,23080,56951,1017856,2511564,56951,2511566
286,Cus277_PersonaVMainTheme,1,-1,400,-1,-1,-1,-1,-1,0,116381,0,5586313,116381,5586315
287,Cus278_FEFatesTemporal,1,-1,400,-1,-1,-1,-1,-1,0,143281,0,6318717,143281,6318720
317,R49_MOTTO_Menu,1,35078,400,6883,-1,-1,-1,-1,33050,116530,1586368,5593307,116540,5593784
497,H17_BW_10banDouro,0,113339,400,-1,-1,-1,-1,-1,17976,119865,862848,5753411,119875,5753888
499,H19_XY_VS_Flare,1,5880,400,-1,-1,-1,-1,-1,1741,107791,83552,5173867,107801,5174344
511,X05_SBX_Shuuten,1,11283,400,-1,-1,-1,-1,-1,3675,165355,176400,7936851,165437,7940800
512,X07_SBX_OnlineRenshuuStage,2,5933,400,-1,-1,-1,-1,-1,3000,28600,144004,1372783,28625,1373960
513,X16_SBX_HomerunContest,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,15966,766368
514,X17_SBX_NasakeMuyouKumite,1,11341,400,-1,-1,-1,-1,-1,8395,73996,402948,3551743,74549,3578288
515,X18_SBX_BossBattle,2,34387,400,-1,-1,-1,-1,-1,25868,73529,1241660,3529315,73531,3529428
516,X19_SBX_FigureMeikan,1,8758,400,-1,-1,-1,-1,-1,179,144947,8596,6957327,144987,6959232
518,Z01_F_Mario,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8201,393639
519,Z02_F_Donkey,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6251,300024
520,Z03_F_Link,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8334,400010
521,Z04_F_Samus,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5966,286376
523,Z06_F_Kirby,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,4513,216611
524,Z07_F_Fox,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5521,265002
525,Z08_F_Pikachu,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
526,Z09_F_Luigi,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8201,393639
527,Z10_F_Captain,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6111,293348
528,Z11_F_Ness,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8024,385151
529,Z12_F_Koopa,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6382,306341
530,Z13_F_Peach,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8201,393639
531,Z14_F_Zelda,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8334,400010
532,Z15_F_Sheik,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8334,400010
534,Z17_F_Marth,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
535,Z18_F_GameWatch,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5261,252528
536,Z19_F_Falco,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5521,265002
537,Z20_F_Ganon,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8334,400010
538,Z21_F_Wario,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7865,377522
539,Z22_F_Metaknight,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6266,300773
540,Z23_F_Pit,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,4733,227175
541,Z24_F_ZeroSamus,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5966,286376
542,Z25_F_Pikmin,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5099,244737
543,Z27_F_Diddy,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6251,300024
544,Z32_F_Dedede,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,4513,216611
545,Z33_F_Lucario,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
546,Z34_F_Ike,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
547,Z35_F_Robot,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5634,270425
548,Z37_F_Purin,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
549,Z41_F_ToonLink,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8334,400010
550,Z47_F_Sonic,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7631,366282
551,Z50_J_Continue,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7935,380903
552,Z51_J_GameOver,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8944,429316
553,Z54_J_FigureGet,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,2076,99666
554,Z55_J_RareFigure,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,4681,224678
972,U14_SADV2_EscapeFromTheCity,0,124726,400,-1,-1,-1,-1,-1,7676,129583,368424,6219835,129583,6219864
973,U15_SBLK_KnightOfTheWind,1,21240,400,-1,-1,-1,-1,-1,19809,138400,950824,6643055,146342,7024248
974,U16_SCLR_ReachForTheStars,1,83185,400,-1,-1,-1,-1,-1,42547,118213,2042236,5674115,118213,5674116
975,U17_SGEN_RooftopRun,1,14658,400,-1,-1,-1,-1,-1,10829,120167,519764,5767887,120167,5767888
976,U18_SLST_WonderWorld,1,84352,400,521,-1,-1,-1,-1,49558,118323,2378712,5679379,118323,5679380
977,U19_SLST_WindyHill_Zone1,1,92201,400,-1,-1,-1,-1,-1,53250,120054,2555924,5762455,120054,5762456
979,Z00_F_MiiFighter,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8808,422781
980,Z59_F_Lizardon,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
981,Z60_F_MarioD,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8201,393639
982,Z61_F_Lucina,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
983,Z62_F_PitB,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7674,368368
984,Z63_F_Rosetta,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7786,373713
985,Z64_F_Wiifit,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6872,329862
986,Z65_F_Littlemac,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5968,286484
987,Z66_F_Murabito,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7759,372417
988,Z67_F_Palutena,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,4733,227175
989,Z68_F_Reflet,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8189,393054
990,Z69_F_Duckhunt,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8254,396211
991,Z70_F_Koopajr,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6382,306341
992,Z71_F_Shulk,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,8473,406715
993,Z72_F_Gekkouga,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,7733,371180
994,Z73_F_Pacman,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,5874,281952
995,Z74_F_Rockman,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,6332,303946
1039,SEQ_item_Hammer,1,-1,400,-1,-1,-1,-1,-1,0,2679,0,128575,2689,129052
1040,SEQ_item_Goldenhammer,1,-1,400,-1,-1,-1,-1,-1,6400,38401,307188,1843211,38411,1843688
1041,SEQ_item_Superstar,1,-1,400,-1,-1,-1,-1,-1,0,6399,0,307131,6409,307608
1100,TEST01,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,17,801
1101,TEST02,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,17,801
1102,TEST03,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,17,801
1103,TEST04,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,17,801
1104,TEST05,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,17,801
1138,Z57_J_Youso01,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,3776,181248
1139,Z58_J_Youso02,1,-1,400,-1,-1,-1,-1,-1,0,0,0,0,2528,121344
1230,T08_SB_YoshiIsland,1,11640,400,-1,-1,-1,-1,-1,6414,110385,307888,5298383,110395,5298860
1243,X02_SBX_Menu1,1,6485,400,-1,-1,-1,-1,-1,3338,94853,160216,4552855,95050,4562292
1244,X25_SBX_Senjyou_ver2,1,9737,400,-1,-1,-1,-1,-1,1450,74308,69608,3566723,74384,3570364
1245,Y05_SBX_BossSentouKyoku1,1,6148,400,-1,-1,-1,-1,-1,1483,112266,71176,5388655,112272,5388964
1246,Y07_SBX_BossSentouKyoku2,1,6871,400,722,-1,-1,-1,-1,6719,100220,322504,4810483,100263,4812500
1387,R22_TDCS_TomodachiCollection,0,116625,400,3447,-1,-1,-1,-1,15442,128385,741188,6162351,128395,6162828
1389,A01_SMB_Chijyou,1,33869,400,-1,-1,-1,-1,-1,31308,109771,1502760,5268899,109777,5269180
1391,A03_SMB_Suichu,1,9187,400,-1,-1,-1,-1,-1,4006,93733,192304,4499067,93755,4500132
1392,A04_LND_Chika,1,32996,400,-1,-1,-1,-1,-1,27767,122937,1332772,5900831,122952,5901560
1393,A05_SMB3_Hikousen,1,17345,400,7957,-1,-1,-1,-1,12059,135101,578816,6484715,135204,6489644
1394,A06_WLD_Castle_Toride,1,22883,400,-1,-1,-1,-1,-1,18513,106815,888608,5126995,106826,5127556
1395,A07_WLD_Title_Ending,1,7778,400,-1,-1,-1,-1,-1,4074,127087,195552,6100191,127089,6100276
1396,A08_NEW_MainTheme,1,26066,400,-1,-1,-1,-1,-1,6564,93838,315056,4504107,93850,4504696
1397,A09_LM_Theme,1,12854,400,-1,-1,-1,-1,-1,6123,90064,293888,4323003,90645,4350892
1398,A13_SMS_DolpikTown,1,16924,400,-1,-1,-1,-1,-1,10725,168583,514780,8091803,168635,8094296
1399,A14_SMS_RiccoHarbor,1,12475,400,-1,-1,-1,-1,-1,2072,116191,99456,5577039,116193,5577124
1400,A15_SM64_MainTheme,2,14322,400,-1,-1,-1,-1,-1,5865,73895,281512,3546899,73896,3546956
1401,A17_MB_MarioBrothers,2,13542,400,-1,-1,-1,-1,-1,10428,63716,500528,3058299,63730,3058972
1402,A20_SMK_MarioCircuit,1,12764,400,-1,-1,-1,-1,-1,6854,72160,329000,3463627,72163,3463740
1403,A21_MK64_LuigiCircuit,1,28766,400,-1,-1,-1,-1,-1,21422,115336,1028244,5536019,115340,5536216
1404,A22_MKDS_WaluigiPinball,1,7859,400,1579,-1,-1,-1,-1,6631,82653,318304,3967263,82656,3967404
1405,A23_MKDD_RainbowRoad,1,13221,400,-1,-1,-1,-1,-1,7875,87324,377972,4191487,87326,4191572
1406,A24_SMB_Chijyou_Chika,1,9338,400,3919,-1,-1,-1,-1,4005,114007,192248,5472235,114017,5472712
1407,A25_SMB3_Medley,1,12345,400,-1,-1,-1,-1,-1,3204,126250,153804,6059871,126260,6060348
1408,A26_NEW2_Athletic_Chijyou,1,2564,400,4530,-1,-1,-1,-1,0,101542,0,4873903,101552,4874380
1409,A27_3DL_SMB_Theme,0,113965,180,-1,-1,-1,-1,-1,0,117233,0,5627075,117233,5627076
1412,A28_MALRPG4_TryAndTry,0,114568,400,10408,-1,-1,-1,-1,16646,115110,799008,5525155,115120,5525632
1413,A29_PPM_Medley,1,3341,400,-1,-1,-1,-1,-1,3037,146680,145768,7040655,146945,7053368
1417,A30_MKT_RainbowRoad_Medley,1,12434,400,-1,-1,-1,-1,-1,6575,116715,315616,5602183,116725,5602660
1418,A31_MKT7_RainbowRoad,1,17387,400,-1,-1,-1,-1,-1,10602,112960,508900,5421947,112970,5422424
1419,A32_SMB_Medley,1,16769,400,-1,-1,-1,-1,-1,8160,121617,391692,5837495,121627,5837972
1420,A33_SMB2_Medley,0,126000,60,-1,-1,-1,-1,-1,0,127145,0,6102823,127145,6102824
1421,A34_NEW2_TouBoss,1,11612,400,-1,-1,-1,-1,-1,6283,126285,301560,6061551,126295,6062028
1422,A35_WLD_Medley,1,14168,400,-1,-1,-1,-1,-1,6957,120002,333928,5759991,120012,5760468
1423,A36_MKT7_Circuit,1,19966,400,-1,-1,-1,-1,-1,6415,113786,307916,5461595,113796,5462072
1424,A39_GLX_TenmondaiNoRosetta,1,12630,400,-1,-1,-1,-1,-1,7926,115928,380464,5564439,115938,5564916
1425,A40_DRM_Chill_ver2,1,30542,400,-1,-1,-1,-1,-1,22326,137677,1071644,6608363,137687,6608840
1426,A41_MPT_Medley,1,10514,400,1840,-1,-1,-1,-1,4806,107527,230664,5161211,107527,5161212
1427,A42_LM_Medley,1,21741,400,337,-1,-1,-1,-1,9781,118017,469476,5664707,118027,5665184
1429,A44_NEW2_Chijyou,1,29325,400,-1,-1,-1,-1,-1,7501,89107,360052,4277055,89117,4277532
1430,A45_NEWU_Chijyou,2,19516,400,-1,-1,-1,-1,-1,4364,45819,209468,2199259,45829,2199736
1432,A47_PTY9_MiniGame,2,3930,400,-1,-1,-1,-1,-1,3364,59835,161448,2872015,59845,2872492
1433,A48_MALRPG3_ChoitoTsuyoiYatsura,2,9002,400,-1,-1,-1,-1,-1,9795,75032,470148,3601471,75132,3606260
1434,A49_MALRPG3_InTheFinal,1,14900,400,-1,-1,-1,-1,-1,8103,91212,388948,4378079,91222,4378556
1435,A50_MKTW_KinokoCanyon,2,9584,400,-1,-1,-1,-1,-1,3589,54117,172256,2597559,54127,2598036
1436,A51_MKT8_MarioKartStadium,2,9834,400,-1,-1,-1,-1,-1,3850,62230,184800,2986955,62239,2987432
1437,A52_MKT8_MarioCircuit,2,10415,400,-1,-1,-1,-1,-1,5362,65363,257376,3137371,65373,3137848
1438,A53_MKT8_RainbowRoad,2,10894,400,-1,-1,-1,-1,-1,7358,71749,353164,3443887,71759,3444364
1439,A54_GLX_EggPlanet,1,9497,400,-1,-1,-1,-1,-1,6783,84705,325584,4065767,84811,4070864
1440,A55_GLX_WindGarden,1,15448,400,-1,-1,-1,-1,-1,9503,116877,456120,5609967,116973,5614588
1441,A56_GLX_SuperMarioGalaxy,0,171000,60,-1,-1,-1,-1,-1,0,172103,0,8260783,172103,8260784
1442,A57_GLX2_SoraJima,1,20439,400,-1,-1,-1,-1,-1,20284,84510,973588,4056415,84610,4061204
1443,A58_GLX2_ShinGingaTeikoku,1,21644,400,-1,-1,-1,-1,-1,21262,105970,1020544,5086451,106070,5091268
1444,A59_GLX2_ShukumeiNoKessen,0,92776,400,-1,-1,-1,-1,-1,38123,99457,1829856,4773859,99558,4778676
1445,A60_GLX2_ThemeofSMG2,0,119000,60,-1,-1,-1,-1,-1,0,120000,0,5759999,120010,5760458
1447,A62_LM2_UrameshiYashiki,1,12507,400,-1,-1,-1,-1,-1,0,67201,0,3225571,67201,3225572
1448,B01_SPR_JungleLevel_ver2,1,30375,400,-1,-1,-1,-1,-1,12818,118431,615244,5684559,118507,5688228
1449,B03_DK_Opening,1,53746,400,-1,-1,-1,-1,-1,35478,81598,1702904,3916639,81605,3916948
1450,B04_DK_DonkeyKong,1,18590,400,-1,-1,-1,-1,-1,11371,101288,545776,4861723,101288,4861724
1451,B05_SPR_KingKRool_ShipDeck2,0,106326,400,-1,-1,-1,-1,-1,31064,131957,1491028,6333823,131962,6334048
1452,B06_SPR2_TogetogeTaruMeiro,0,114490,400,-1,-1,-1,-1,-1,6858,114854,329196,5512863,114856,5512976
1453,B07_JBT_ArashigaokaNoTatakai,1,14045,400,-1,-1,-1,-1,-1,8294,105623,398104,5069819,105632,5070212
1454,B08_SPR_JungleLevel,0,152965,400,-1,-1,-1,-1,-1,18558,155008,890764,7440215,155176,7448308
1455,B09_DK_25mBGM,2,10643,400,-1,-1,-1,-1,-1,439,19947,21084,957431,20192,969192
1456,B11_RTN_ThrillGearFlight,1,7314,400,-1,-1,-1,-1,-1,7292,132902,350000,6379155,132912,6379632
1457,B13_RTN_DonkeyKongReturnes_CV,1,17166,400,-1,-1,-1,-1,-1,5496,221681,263816,10640475,221684,10640616
1458,B15_RTN_BananaJungle,0,128196,400,-1,-1,-1,-1,-1,4578,130295,219744,6254023,130395,6258812
1459,B17_TFR_Mangroves,0,182228,400,-1,-1,-1,-1,-1,31112,202227,1493352,9706675,202237,9707152
1460,B18_TFR_Theme03,1,48722,400,-1,-1,-1,-1,-1,46445,143370,2229332,6881615,143380,6882092
1461,C01_ZLD_Title,1,14252,400,-1,-1,-1,-1,-1,10509,107032,504420,5137439,107036,5137636
1462,C02_ZLD_MainTheme,0,130501,400,-1,-1,-1,-1,-1,6730,130928,323036,6284403,130943,6285132
1463,C03_LNK_DaiShinden_Shinden,1,8933,400,-1,-1,-1,-1,-1,6844,76975,328524,3694711,76976,3694768
1464,C04_TRI_YamiNoSekai,1,14661,400,-1,-1,-1,-1,-1,9583,86113,459984,4133331,86146,4134900
1465,C05_TRI_UraNoYamaToMori,1,66482,400,-1,-1,-1,-1,-1,11274,69400,541156,3331131,69402,3331216
1466,C07_YMS_TarutaruKougen,1,10235,400,-1,-1,-1,-1,-1,7544,76572,362124,3675391,76577,3675616
1467,C08_TNO_HyruleMainTheme,1,6652,400,-1,-1,-1,-1,-1,4322,120593,207452,5788327,120599,5788636
1468,C09_TNO_Medley,0,111425,400,-1,-1,-1,-1,-1,1694,112692,81312,5409095,112694,5409180
1469,C10_TNO_ArashiNoUta,1,8108,400,-1,-1,-1,-1,-1,4653,123744,223328,5939611,123745,5939640
1470,C12_4SW_AoNoMikoNoMura,2,20765,400,-1,-1,-1,-1,-1,15652,63652,751268,3055219,63653,3055276
1471,C15_KZT_RyuuNoShima,1,33830,400,-1,-1,-1,-1,-1,32516,109252,1560720,5244007,109254,5244064
1472,C17_TPR_MainTheme,1,13556,400,-1,-1,-1,-1,-1,13504,103552,648200,4970391,103554,4970504
1473,C18_TPR_WasureraretaSato,2,10396,400,-1,-1,-1,-1,-1,6155,64891,295456,3114719,64897,3114972
1474,C19_TPR_KizudarakeNoMidna,1,20437,400,-1,-1,-1,-1,-1,5451,92101,261632,4420779,92104,4420892
1475,C20_ZLD_MainTheme_Chika,0,130042,400,-1,-1,-1,-1,-1,7511,130141,360528,6246631,130151,6247108
1476,C21_TRI_UraNoChijyou_UraDungeon,1,10085,460,-1,-1,-1,-1,-1,7581,124054,363888,5954451,124064,5954928
1477,C22_TNO_GerudoNoTani,0,119092,400,17395,-1,-1,-1,-1,19291,119938,925960,5756911,119938,5756912
1478,C23_DNK_TrainField2,1,10867,400,10402,-1,-1,-1,-1,5554,125558,266588,6026635,125567,6027112
1479,C24_SWS_MegamiNoUta_Ghirahim,1,24645,400,-1,-1,-1,-1,-1,24641,109017,1182720,5232695,109027,5233172
1480,C25_TNO_SariaNoUta,1,8653,400,-1,-1,-1,-1,-1,5180,118527,248612,5689179,118537,5689656
1481,C26_KZT_Oounabara_MenuSelect,1,18502,400,-1,-1,-1,-1,-1,12790,111889,613900,5370539,111898,5371016
1483,C28_TNO_GerudoNoTani,1,23341,400,-1,-1,-1,-1,-1,16008,88009,768348,4224331,88109,4229120
1484,C29_SWS_MegamiNoUta,1,3676,400,-1,-1,-1,-1,-1,2755,91586,132216,4396055,91596,4396532
1485,C30_TRI2_HyruleMainTheme,1,20607,400,-1,-1,-1,-1,-1,17058,89787,818776,4309675,89797,4310152
1486,C31_TRI2_LoruleMainTheme,1,19696,400,-1,-1,-1,-1,-1,13735,72867,659260,3497563,72877,3498040
1487,C32_TRI2_YugaNoTheme,0,74508,400,-1,-1,-1,-1,-1,17872,81623,857836,3917815,81633,3918320
1488,CRS01_Menu,1,21897,400,114788,28561,56894,69810,97070,15459,117127,742000,5621979,117137,5622456
1489,CRS02_Senjyou,1,16013,400,-1,-1,-1,-1,-1,11408,118078,547596,5667619,118088,5668096
1490,CRS03_Shuuten,0,139110,400,-1,-1,-1,-1,-1,14337,149835,688184,7191911,149845,7192388
1491,CRS04_Kumite,1,14592,400,-1,-1,-1,-1,-1,425,131748,20412,6323771,131758,6324248
1492,CRS05_MasterHand,0,122592,400,-1,-1,-1,-1,-1,17034,128937,817600,6188867,128947,6189344
1493,CRS06_MasterCore,0,196829,400,-1,-1,-1,-1,-1,12967,202971,622412,9742403,202981,9742880
1494,CRS07_Online,1,6643,400,-1,-1,-1,-1,-1,1601,65602,76860,3148851,65602,3148852
1497,CRS10_Simple_Intro,0,6229,60,-1,-1,-1,-1,-1,0,0,0,0,7413,355810
1498,CRS11_Simple_Result,1,11474,400,-1,-1,-1,-1,-1,6948,56264,333480,2700599,56274,2701076
1499,CRS12_Simple_Result_Final,1,4138,400,-1,-1,-1,-1,-1,2665,73262,127932,3516519,73269,3516828
1500,CRS13_Simple_Result_Failure,1,11642,400,-1,-1,-1,-1,-1,4977,41900,238868,2011155,41900,2011156
1501,CRS14_Chronicle,0,13892,180,-1,-1,-1,-1,-1,0,0,0,0,14072,675467
1502,CRS15_Rest,0,43469,400,-1,-1,-1,-1,-1,25301,45511,1214416,2184503,45511,2184504
1503,CRS16_SmashBomber,0,12229,180,-1,-1,-1,-1,-1,0,0,0,0,12410,595660
1504,CRS17_SmashBomber_Result,0,3677,180,-1,-1,-1,-1,-1,0,0,0,0,3858,185179
1505,CRS18_FigureMeikan,1,57792,400,-1,-1,-1,-1,-1,44461,153748,2134076,7379763,153758,7380240
1506,CRS19_FigureShop,2,7731,400,-1,-1,-1,-1,-1,1604,44804,77000,2150567,44814,2151044
1507,CRS20_FigureRush,0,146784,400,-1,-1,-1,-1,-1,54574,189925,2619484,9116211,189935,9116688
1508,CRS21_Album,1,62925,400,-1,-1,-1,-1,-1,15211,75212,730100,3610095,75222,3610572
1510,CRS23_Asobikata,1,480,400,-1,-1,-1,-1,-1,48,86741,2324,4163487,86750,4163936
1511,CRS24_VS_Result,1,5901,400,-1,-1,-1,-1,-1,2706,52254,129892,2508155,52264,2508632
1512,CRS25_StaffRoll,0,-1,0,-1,-1,-1,-1,-1,0,0,0,0,132465,6358318
1513,CRS26_Shuuten_ver2,1,15030,400,-1,-1,-1,-1,-1,6713,127638,322196,6126483,127648,6126960
1514,CRS30_Simple_Result_Lose,2,4008,400,-1,-1,-1,-1,-1,1350,44017,64792,2112767,44018,2112796
1515,CRS31_World_Map,1,51738,400,-1,-1,-1,-1,-1,13601,68002,652848,3264043,68012,3264520
